Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_0,BusinessTravel_1,BusinessTravel_2,Department_0,Department_1,Department_2,EducationField_0,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,Gender_0,Gender_1,JobRole_0,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,OverTime_0,OverTime_1,Expected_tenure
33.0,392.0,2.0,4.0,4.0,93.0,3.0,2.0,4.0,3023.2,1439.1999999999998,1.0,14.0,3.0,3.0,2.0,6.0,6.9854400000000005,3.0,6.0,0.0,4.0,0.0,0.49636,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
32.0,57.700000000000045,2.0,3.0,4.0,45.0,3.0,2.0,2.0,873.5,20921.5,0.0,13.0,3.0,3.0,2.0,10.0,6.757899999999999,2.0,9.0,1.0,6.0,0.0,0.9193,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.092951273051034
31.0,288.46000000000004,5.0,4.0,1.0,67.0,3.0,2.0,4.0,1358.3000000000002,18471.3,1.0,11.0,3.0,1.0,2.0,10.0,6.1177,3.0,10.0,0.0,2.0,0.0,0.82354,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
49.0,464.0,16.0,3.0,4.0,74.0,3.0,1.0,1.0,487.48,21441.8,4.0,16.0,3.0,2.0,1.0,17.0,5.4992,2.0,2.0,2.0,2.0,0.0,0.279936,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.06
38.0,148.0,2.0,3.0,4.0,42.0,2.0,1.0,2.0,375.15999999999985,20384.6,1.0,22.0,4.0,2.0,0.275312,4.0,6.4414,3.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.025908130368422
47.0,119.33999999999992,2.0,4.0,2.0,47.0,4.0,4.0,2.0,10443.7,15557.7,6.0,14.0,3.0,3.0,3.0,29.0,6.42264,3.0,3.0,1.0,2.0,0.0,0.884528,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
49.0,809.0,1.0,3.0,3.0,36.0,3.0,4.0,3.0,13756.119999999999,19138.239999999998,4.0,14.0,3.0,1.0,0.649152,23.0,0.3771199999999999,3.0,8.0,0.0,0.0,0.0,0.649152,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.12
41.0,1206.0,23.0,2.0,4.0,80.0,3.0,3.0,3.0,7082.0,11591.0,3.0,16.0,3.0,4.0,0.0,21.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
20.0,176.26,9.0,1.0,4.0,54.0,3.0,1.0,1.0,525.04,20531.26,1.0,11.0,3.0,1.0,0.110148,2.0,4.65222,3.0,2.0,0.0,2.0,0.0,0.220296,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0972744432285575
33.0,530.0,16.0,3.0,3.0,36.0,3.0,2.0,4.0,2465.2,13227.2,1.0,25.0,4.0,3.0,1.0,7.0,4.9028,3.0,6.0,1.0,2.0,1.0,0.464448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
36.0,306.31999999999994,26.0,4.0,1.0,80.0,3.0,2.0,3.0,2735.3,4807.3,6.0,14.0,3.0,2.0,2.0,10.0,4.6117,2.0,3.0,0.0,2.0,0.0,0.52234,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.6729806987940243
44.0,30.19999999999999,1.0,3.0,3.0,44.0,3.0,1.0,4.0,706.0,1678.0,4.0,18.0,3.0,1.0,3.0,8.0,4.489,3.0,2.0,2.0,2.0,0.0,0.4978,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0
38.0,675.46,4.0,2.0,4.0,87.0,3.0,1.0,3.0,27.840000000000146,22078.3,7.0,19.0,3.0,4.0,1.0,7.0,6.63908,2.0,0.0,0.0,0.0,0.0,0.81954,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.30949741443064466
53.0,286.3599999999999,24.0,4.0,2.0,48.0,4.0,3.0,4.0,5619.2,3735.16,3.0,15.0,3.0,3.0,0.110864,11.0,3.3857999999999997,3.0,4.0,1.0,2.0,0.0,0.055432,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
26.0,786.0,7.0,3.0,4.0,76.0,3.0,1.0,4.0,541.9000000000001,9896.9,1.0,20.0,4.0,3.0,0.324496,7.0,5.0,3.0,7.0,5.0,7.0,1.0,0.40562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
55.0,52.40000000000009,22.0,3.0,1.0,94.0,2.0,1.0,2.0,65.5,20265.5,5.0,12.0,3.0,4.0,1.0,8.0,4.4715,3.0,4.0,1.0,2.0,0.0,0.6943,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
34.0,154.79999999999995,5.0,2.0,2.0,57.0,2.0,2.0,4.0,1480.5,9406.5,1.0,14.0,3.0,3.0,1.0,15.0,5.5055,4.0,15.0,4.0,13.0,0.0,0.5011,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.286853437732614
60.0,370.0,1.0,4.0,3.0,92.0,1.0,3.0,4.0,7011.0,16595.0,3.0,20.0,4.0,3.0,1.0,19.0,5.872,4.0,1.0,0.0,0.0,0.0,0.61952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
33.0,267.0,21.0,3.0,2.0,79.0,4.0,1.0,2.0,550.72,9943.8,1.0,18.0,3.0,4.0,3.0,14.0,6.73864,3.0,14.0,2.0,13.0,0.0,0.73864,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0
37.0,568.4,1.0,4.0,3.0,31.0,1.0,2.0,4.0,5977.0,4129.0,1.0,14.0,3.0,3.0,2.0,6.0,5.548,2.0,6.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
34.0,139.10000000000002,19.0,3.0,2.0,35.0,2.0,1.0,4.0,234.5,19799.1,1.0,12.0,3.0,2.0,0.10778,10.0,5.6945,3.0,10.0,8.0,7.0,0.0,0.10778,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0
44.0,308.79999999999995,2.0,3.0,3.0,96.0,4.0,3.0,4.0,4818.0,11749.0,1.0,19.0,3.0,2.0,1.0,9.0,5.061,3.0,8.0,6.0,7.0,0.0,0.6122,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.22
35.0,146.0,2.0,4.0,1.0,79.0,2.0,1.0,4.0,2325.4,11365.4,0.0,14.0,3.0,3.0,0.416736,6.0,4.6046,4.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.51
43.0,255.20000000000005,2.0,3.0,4.0,73.0,3.0,2.0,4.0,5537.5,3759.5,1.0,17.0,3.0,1.0,1.0,10.0,5.3095,3.0,10.0,8.0,8.0,0.0,0.4619,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0
24.0,9.039999999999964,9.0,3.0,3.0,62.0,4.0,1.0,3.0,1541.1999999999998,14756.2,1.0,16.0,3.0,4.0,1.0,5.0,3.8598,3.0,5.0,0.0,4.0,0.0,0.57196,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
41.0,337.44000000000005,6.0,3.0,4.0,35.0,3.0,3.0,3.0,6338.2,18191.239999999998,1.0,12.0,3.0,2.0,0.0,10.0,2.41944,3.0,10.0,8.0,7.0,0.0,0.348336,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.274581152262009
29.0,352.64,9.0,4.0,4.0,43.0,3.0,1.0,3.0,56.559999999999945,21765.2,9.0,17.0,3.0,3.0,1.0,9.0,5.6468,3.0,5.0,1.0,2.0,0.0,0.583488,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
36.0,240.57999999999998,2.0,4.0,3.0,51.0,3.0,2.0,4.0,3054.9,5991.9,3.0,15.0,3.0,3.0,0.173652,17.0,3.4471,2.0,13.0,6.0,7.0,0.0,0.173652,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.04
45.0,302.76,1.0,1.0,3.0,74.0,2.0,3.0,3.0,8409.9,1056.9,3.0,23.0,4.0,4.0,1.0,25.0,5.3381,2.0,23.0,14.0,4.0,1.0,0.46762,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0
26.0,390.0,17.0,4.0,4.0,62.0,1.0,1.0,3.0,152.03999999999996,3525.8,1.0,15.0,3.0,3.0,3.0,3.0,5.6912,4.0,3.0,0.0,2.0,0.0,0.322944,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.08
45.0,1005.0,28.0,2.0,4.0,48.0,2.0,4.0,2.0,16704.0,17119.0,1.0,11.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,8.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
32.0,585.0,10.0,3.0,1.0,56.0,3.0,1.0,3.0,682.7600000000002,13922.2,6.0,13.0,3.0,1.0,1.0,10.0,6.4378,2.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
31.0,154.58000000000004,2.0,4.0,2.0,69.0,3.0,1.0,3.0,544.9000000000001,15170.9,1.0,14.0,3.0,4.0,1.0,6.0,4.9321,4.0,5.0,0.0,3.0,0.0,0.58642,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.626264084387805
41.0,552.0,4.0,3.0,3.0,60.0,1.0,2.0,2.0,2752.4,17116.4,6.0,19.0,3.0,2.0,1.0,10.0,6.94208,3.0,3.0,1.0,2.0,1.0,0.73552,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.02
40.0,369.0,8.0,2.0,2.0,92.0,3.0,2.0,1.0,4523.4,3048.4,2.0,16.0,3.0,2.0,1.0,18.0,4.9925999999999995,3.0,1.0,0.0,0.0,0.0,0.318816,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
24.0,5.300000000000011,29.0,1.0,2.0,91.0,3.0,1.0,1.0,1403.5,1118.5,1.0,13.0,3.0,2.0,3.0,6.0,4.5035,4.0,6.0,1.0,2.0,0.0,0.5007,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.108885678578753
46.0,717.0,13.0,4.0,3.0,34.0,3.0,2.0,2.0,5562.0,9697.0,6.0,14.0,3.0,4.0,0.0,19.0,3.0,3.0,10.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.625
35.0,85.75999999999999,27.0,4.0,4.0,49.0,3.0,2.0,3.0,4742.6,3010.6,2.0,16.0,3.0,2.0,1.0,17.0,5.1404,3.0,7.0,0.0,7.0,0.0,0.42808,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0
30.0,214.36,16.0,1.0,2.0,33.0,3.0,1.0,4.0,1415.4,2364.4,1.0,12.0,3.0,2.0,1.0,10.0,3.4466,2.0,10.0,0.0,8.0,0.0,0.28932,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0
47.0,201.86,2.0,4.0,3.0,87.0,3.0,2.0,2.0,3272.3,1830.3,7.0,11.0,3.0,4.0,1.0,4.0,4.7057,1.0,1.0,0.0,0.0,1.0,0.34114,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
46.0,187.3599999999999,2.0,3.0,3.0,74.0,3.0,3.0,4.0,7643.9,2871.9,4.0,12.0,3.0,2.0,1.0,13.0,6.63446,2.0,10.0,0.0,3.0,0.0,0.54482,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0
23.0,160.0,4.0,1.0,3.0,51.0,3.0,1.0,2.0,3295.0,12862.0,1.0,13.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.2921125825707263
31.0,163.0,24.0,1.0,4.0,30.0,3.0,2.0,4.0,3230.9,4662.9,2.0,20.0,4.0,4.0,0.321136,9.0,5.007099999999999,2.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.151279584749663
39.0,326.94,1.0,3.0,4.0,77.0,3.0,2.0,4.0,4146.7,6663.7,1.0,15.0,3.0,4.0,1.0,9.0,4.3253,3.0,9.0,5.0,8.0,1.0,0.46506,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0
32.0,371.0,19.0,3.0,4.0,80.0,1.0,3.0,3.0,7527.9,1757.9,3.0,13.0,3.0,3.0,1.0,10.0,4.0821000000000005,1.0,4.0,0.0,2.0,0.0,0.333136,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
40.0,55.139999999999986,7.0,4.0,2.0,88.0,3.0,5.0,2.0,18165.42,1569.6999999999998,1.0,14.0,3.0,2.0,0.444688,21.0,5.7793,2.0,21.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0
45.0,176.0,4.0,3.0,3.0,56.0,1.0,3.0,3.0,6903.3,3742.3,4.0,21.0,4.0,3.0,2.0,9.0,4.8527000000000005,4.0,5.0,0.0,3.0,0.0,0.456432,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
30.0,517.86,2.0,4.0,4.0,78.0,2.0,1.0,1.0,997.3000000000002,22456.3,0.0,16.0,3.0,4.0,0.79414,10.0,5.9707,3.0,9.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
24.0,211.44000000000005,10.0,3.0,1.0,59.0,3.0,1.0,4.0,431.0999999999999,383.0999999999999,0.0,14.0,3.0,4.0,1.0,3.0,3.7138999999999998,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.039873068113991
31.0,237.15999999999997,5.0,3.0,1.0,51.0,3.0,2.0,3.0,4516.8,17113.8,1.0,19.0,3.0,3.0,1.0,6.0,6.8292,3.0,5.0,0.0,2.0,0.0,0.76584,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
27.0,114.94000000000005,8.0,3.0,3.0,67.0,3.0,1.0,4.0,1879.9,4586.9,1.0,11.0,3.0,3.0,0.187812,6.0,6.5651,2.0,6.0,1.0,4.0,0.0,0.31302,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
29.0,461.0,1.0,3.0,4.0,70.0,4.0,2.0,3.0,2312.5,19078.5,8.0,12.0,3.0,4.0,0.7963,10.0,6.5926,4.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.1520830908410757
30.0,250.72000000000003,15.0,2.0,3.0,94.0,2.0,3.0,1.0,5319.3,1267.3,2.0,11.0,3.0,1.0,1.0,12.0,3.8207,3.0,7.0,1.0,7.0,0.0,0.36414,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
34.0,181.0,2.0,4.0,4.0,97.0,4.0,1.0,4.0,262.0999999999999,2916.1,0.0,14.0,3.0,1.0,3.0,6.0,5.6699,3.0,5.0,1.0,2.0,0.0,0.427184,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
33.0,1283.0,2.0,3.0,4.0,62.0,3.0,2.0,2.0,5147.0,10697.0,8.0,15.0,3.0,4.0,0.0,13.0,2.0,2.0,11.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.375
49.0,112.11999999999989,11.0,4.0,4.0,80.0,3.0,2.0,4.0,3005.9,6689.9,3.0,12.0,3.0,3.0,0.30022,8.0,2.2008799999999997,4.0,5.0,0.0,4.0,0.0,0.30022,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
38.0,594.0,2.0,2.0,3.0,75.0,2.0,1.0,2.0,486.5,12660.5,4.0,14.0,3.0,2.0,1.0,9.0,6.6419999999999995,2.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
29.0,195.88,4.0,3.0,4.0,91.0,2.0,1.0,1.0,138.4000000000001,8036.4,1.0,13.0,3.0,3.0,1.0,1.0,3.9706,3.0,1.0,0.0,0.0,0.0,0.39412,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
30.0,305.0,16.0,3.0,3.0,58.0,4.0,2.0,3.0,3021.3,6855.3,3.0,16.0,3.0,3.0,1.0,10.0,5.2727,3.0,7.0,1.0,7.0,0.0,0.363632,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
32.0,953.0,5.0,4.0,2.0,65.0,3.0,1.0,2.0,283.5,17187.1,2.0,14.0,3.0,2.0,0.09738,12.0,4.9475999999999996,3.0,7.0,0.0,7.0,1.0,0.09738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
38.0,69.34000000000003,18.0,3.0,2.0,60.0,1.0,2.0,4.0,1992.6999999999998,20720.7,3.0,16.0,3.0,3.0,1.0,15.0,5.8183,3.0,1.0,1.0,0.0,0.0,0.76366,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
42.0,183.53999999999996,12.0,3.0,2.0,57.0,3.0,1.0,2.0,80.15999999999985,5594.7,8.0,22.0,4.0,2.0,3.0,7.0,6.67146,2.0,5.0,0.0,4.0,0.0,0.67146,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.14242675858441
55.0,478.0,2.0,3.0,3.0,60.0,2.0,5.0,1.0,13405.9,14172.9,8.0,12.0,3.0,2.0,3.0,34.0,6.50568,3.0,1.0,0.0,0.0,0.0,0.901136,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
33.0,334.52,4.0,3.0,4.0,90.0,3.0,2.0,2.0,852.5999999999999,3991.6,5.0,15.0,3.0,4.0,2.0,11.0,4.2024,2.0,9.0,1.0,7.0,1.0,0.44048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.75
